id,category/id,category/name/ca,category/name/es,scope/id,scope/name/ca,scope/name/es,participatory_space/id,participatory_space/url,component/id,title,body,state,reference,supports,endorsements,comments,attachments,followers,published_at,url,meeting_urls,related_proposals
72,,,,15,"Barri, projecte social","Barrio, proyecto social",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,SC22 – “Idea’s Lab”. Espai de creació tecnològica i laboratori d’idees per a infants i joves de Torre-romeu,"Proposta presentada per la Fundació IDEA
Pressupost: 21.200 €

El desenvolupament del projecte i creació de l’espai maker anirà vinculat a la robòtica i al disseny i construcció de projectes escollits per infants i joves. Els dos objectius del projecte són:
1.- Promoció d’un concurs d’idees innovadores entre els infants i joves participants.
2.- Exposició final al centre cívic de Torre-romeu de tots els prototips generats pels infants i joves durant els mesos de creació (tant els més innovadors així com tots els projectes realitzats conjuntament).

Una vegada creat l’espai maker i minimaker, la proposta de funcionament de l’espai és de 3 dies per setmana:
- Un per a joves.
- Un per a infants amb el suport dels joves del grup motor.
- La possibilitat d’un matí/tarda com a espai de col·laboració amb altres agents socioculturals.
",,SBD-PROP-2018-12-72,337,0,0,0,7,2018-12-20 13:21:05 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/72,,
54,,,,19,"Ciutat, projecte d'obres","Ciudad, proyecto de obras",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,EP28 – Camins escolars segurs a les escoles i instituts de Sabadell,"Proposta presentada per la ciutadania
Pressupost: 100.000,00€

Es proposa una actuació a l’espai públic que permeti visibilitzar els entorns dels centres escolars senyalitzant els passos de vianants de major utilització al seu entorn.
Es tracta de senyalitzar amb pintura antilliscant de colors vius els passos de vianants més propers a les escoles de la ciutat.
D’aquesta manera es visibilitzen els espais per on travessen els nens i les nenes, els conductors podran veure clarament que s’apropen a un entorn escolar i que per tant han d’extremar la precaució i alhora es consciencia a la població (tant vianants com conductors) de la importància d’estar alerta quan anem pel carrer i circulem.
",accepted,SBD-PROP-2018-12-54,1769,0,0,0,67,2018-12-20 12:20:10 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/54,,
63,,,,17,"Ciutat, projecte social","Ciudad, proyecto social",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,SC10 – Pensament crític per a joves i adults,"Proposta presentada per Associació Alinea-t
Pressupost: 36.250,00€

Aquest projecte està enfocat a millorar el benestar dels ciutadans i ciutadanes de Sabadell a través de la perspectiva del pensament crític. L’objectiu principal consisteix en enfocar un procés de reflexió que sigui útil, transformador i divertit que permeti un millor acoblament societat-individu.

Per portar-lo a terme es proposen cinc  línies d’actuació:
1.	Curs de pensament crític per a un grup de 35 persones al llarg d’un curs acadèmic amb metodologia participativa i enfocament multidisciplinar mitjançant la filosofia pràctica i la intel·ligència emocional.
2.	Curs de matemàtiques crítiques, reforç i ampliació de matemàtiques per a estudiants d’ESO i Batxillerat.
3.	Conferències de pensament crític (programa de 4 sessions)
4.	Disseny i edició de 5 videos de pensament crític.
5.	Redacció, edició i impressió d’un llibre de pensament crític que reculli les principals idees del pensament crític.
",,SBD-PROP-2018-12-63,327,0,0,0,11,2018-12-20 12:55:43 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/63,,
59,,,,17,"Ciutat, projecte social","Ciudad, proyecto social",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,SC5 – Empoderament educatiu del professorat de Sabadell. Jocs i emocions en l’aprenentatge,"Proposta presentada per SOS Pallassos, els Pallassos Perillassos
Pressupost: 13.252 €

Es tracta d’un taller d’empoderament del professorat. Un taller de formació pel claustre de caràcter totalment pràctic que juntament amb una metodologia activa proporcionarà recursos i eines amb l’objectiu de cohesionar el claustre, augmentar el lideratge dels docents, la gestió de grups i la millora de l’assertivitat.
Tot amb l’objectiu de contribuir a millorar la qualitat educativa de la ciutadania de Sabadell. El projecte consta de 50 tallers formatius adreçats als centres de primària i secundària de la ciutat que s’inscriguin en el projecte.
",accepted,SBD-PROP-2018-12-59,560,0,0,0,10,2018-12-20 12:47:39 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/59,,
47,,,,16,"Barri, projecte d'obres","Barrio, proyecto de obras",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,EP16 - Millora i manteniment de la zona verda i els parterres del carrer dels Fatxendes,"Proposta presentada per la ciutadania
Pressupost: 100.000 €

Millora del carrer Fatxendes: reposició dels arbres caiguts o talats, reposició de bancs, servei de neteja i manteniment, construcció d'una zona de parc infantil, augmentar la vigilància policial i evitar que la zona sigui transitada i utilitzada per gossos.
",,SBD-PROP-2018-12-47,278,0,0,0,5,2018-12-20 12:04:42 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/47,,
52,,,,16,"Barri, projecte d'obres","Barrio, proyecto de obras",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,EP25 – Posem a punt l’Escola Catalunya,"Projecte presentat per l’AMPA del CEIP Catalunya
Pressupost: 100.000 €

L’Escola Catalunya, amb 36 anys de servei a la ciutat, necessita adequar els tancaments i renovar els espais sanitaris amb l’objectiu de millorar l’eficiència i la funcionalitat dels espais.

",accepted,SBD-PROP-2018-12-52,1128,0,0,0,70,2018-12-20 12:15:11 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/52,,
44,,,,16,"Barri, projecte d'obres","Barrio, proyecto de obras",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,EP7 - Asfaltat i millora del carrer Blanquerna,"Proposta presentada per l’AV de Can Rull
Pressupost: 100.000 €

Des de l'associació de veïns de Can Rull proposem a l'àrea de Promoció de la Ciutat i Innovació, l'asfaltat i la millora del carrer Blanquerna. La proposta consisteix en un asfaltat de la zona de sorra del carrer Blanquerna.
",,SBD-PROP-2018-12-44,271,0,0,0,6,2018-12-20 11:57:00 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/44,,
50,,,,16,"Barri, projecte d'obres","Barrio, proyecto de obras",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,EP22 - Reforma i millora de la plaça Gorgona del barri de Ca n'Oriac,"Proposta presentada per la ciutadania
Pressupost: 100.000 €

Projecte de millora de la placeta i del parc infantil i condicionament dels entorns. El parc presenta moltes deficiències al cautxú, no té gronxadors, no té zona verda. És un espai molt utlitzat tant per infants com per persones grans i caldria adeqüar-lo.
",,SBD-PROP-2018-12-50,278,0,0,0,5,2018-12-20 12:11:43 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/50,,
69,,,,17,"Ciutat, projecte social","Ciudad, proyecto social",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,"SC18 – Vivim, respirem, rePLANTegem Sabadell","Proposta presentada per ADENC – Associació per a l’Estudi i Defensa de la Natura
Pressupost: 79.300 €

Vivim, respirem, replantegem Sabadell busca millorar l’espai urbà de Sabadell, reverdint la ciutat, afavorint la fauna i la flora autòctones, millorant la qualitat de l’aire i les condicions de vida dels seus habitants.
Implicarem la ciutadania, entitats, col·lectius de barri i la comunitat educativa, en repensar i transformar Sabadell en una ciutat més amable, saludable i sostenible. El procés participatiu donarà protagonisme als ciutadans i especialment a l’alumnat dels centres educatius.
S’engegarà una prova pilot de ciència ciutadana per conèixer amb precisió els punts amb més contaminació atmosfèrica.
Posarem en marxa les primeres mesures decidides col·lectivament per afavorir els corredors biològics urbans mitjançant, per exemple jardins verticals i refugis per animals...per aconseguir una ciutat amb més benestar.
",accepted,SBD-PROP-2018-12-69,1160,0,0,0,24,2018-12-20 13:14:10 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/69,,
77,,,,17,"Ciutat, projecte social","Ciudad, proyecto social",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,"SC34 – Construïm ciutat, fem barri. Promovem l’ús social del català entre els joves!","Proposta presentada per Plataforma per la Llengua – Col·lectiu l’Esbarzer
Pressupost:  55.000€

La Plataforma per la Llengua, que aquest any celebra els seus 25 anys, porta a terme una tasca amb la joventut orientada a cercar missatges incisius i innovadors per potenciar l’ús de la llengua catalana de manera desacomplexada per aconseguir que esdevingui llengua d’ús habitual entre la població jove.
Un dels nostres objectius és fomentar l’oci juvenil en català i potenciar i/o generar nous referents en català. El projecte engloba tallers divertits relacionats amb les noves tecnologies (mems i youtubers) amb la música (glosa i rumba) i amb la diversitat lingüística (taller de passaport lingüístic). Ajuda’ns a crear una oferta engrescadora per als joves en català!
",accepted,SBD-PROP-2018-12-77,668,0,0,0,19,2018-12-20 13:31:45 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/77,,
73,,,,15,"Barri, projecte social","Barrio, proyecto social",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,SC23 – Districte 6 des de l’òptica de l’animació sociocultural,"Proposta presentada per SECUNDE, Associació per a l’Animació Sociocultural i l’acció Socioeducativa
Pressupost:  10.827,40€

La idea d’aquest projecte neix de la cooperació entre diferents entitats (SECUNDE, Ludoteca Margarida Bedós, Punt Òmnia d’Espronceda, Institut Ribot i Serra, Biblioteca del Sud) que treballen conjuntament al districte 6 de Sabadell.
Ens trobem en una situació idònia per a realitzar l’anàlisi de la realitat del districte, des de dins i sense cap tipus d’esbiaix. A partir dels ulls de les animadores i els animadors socioculturals, amb el suport tècnic de les entitats del territori i del professorat del Mòdul de Projectes del CFGS.
Aquesta visió transdisciplinar vol aconseguir que la mirada cap al districte sigui àmplia i incisiva per a poder oferir una radiografia útil per a les veïnes i veïns, els professionals i tècnics, les administracions etc. sobre la realitat del barri.
Així doncs, amb la participació com a estàndard metodològic i a partir de la documentació i el treball de camp ens disposem a oferir la fotografia del districte 6 des de l’òptica de l’ASC.
",,SBD-PROP-2018-12-73,433,0,0,0,9,2018-12-20 13:22:57 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/73,,
48,,,,16,"Barri, projecte d'obres","Barrio, proyecto de obras",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,EP17 - Tancament de protecció per al Jardí de l’Amistat,"Proposta presentada per la ciutadania
Pressupost: 50.000 €

Projecte d’instal·lació d’un tancament de protecció al voltant del Jardí de l’Amistat a la zona de Via Alexandra.
",,SBD-PROP-2018-12-48,300,0,0,0,7,2018-12-20 12:06:25 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/48,,
66,,,,17,"Ciutat, projecte social","Ciudad, proyecto social",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,SC15 – Sortim a fer una volta!,"Proposta presentada per Fundació Privada Atendis
Pressupost: 33.679,75 €

Noves activitats de participació comunitària de persones amb discapacitat intel·lectual per la ciutat de Sabadell i nou vehicle de transport adaptat per poder fer aquestes i moltes més activitats que fomentin la cohesió social.
Dansateràpia: activitat als centres cívics de la ciutat, reportant grans beneficis emocionals i físics i obert a ciutadans i ciutadanes de Sabadell que vulguin compartir l’activitat amb persones amb altres capacitats.
Ioga adaptat i inclusiu: amb possibilitat d’obertura a ciutadans i ciutadanes de la ciutat.
Teatre infantil Pengi’m Penja’m a les escoles i instituts municipals de la ciutat.
Natació terapèutica, adaptada i inclusiva al Club Natació Sabadell.

Tennis adaptat al Cercle Sabadellès amb altres entitats socials de la ciutat.
",accepted,SBD-PROP-2018-12-66,595,0,0,0,20,2018-12-20 13:08:57 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/66,,
78,,,,17,"Ciutat, projecte social","Ciudad, proyecto social",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,"SC35 – Millora de les habilitats socials, cohesió i sensibilització dels joves de la ciutat de Sabadell en les malalties neurològiques","Proposta presentada per Fundació Privada AVAN
Pressupost: 23.857,69 €

Construïm entre tots una ciutat on els joves amb discapacitat física puguin realitzar diferents activitats esportives, culturals i de lleure, fonamentant la seva autonomia i ajudant a la sensibilització de la ciutadania vers les diferents malalties neurològiques.
Es realitzaran activitats de lleure autogestionades amb un model assembleari, per tal de fomentar la participació social i comunitària com a eix central. També treballarem l’autogestió d’activitats mitjançant la innovació tecnològica i realitzarem xerrades i gimcanes de sensibilització a centres educatius de primària i secundària per donar a conèixer com viuen la seva diversitat funcional algunes persones i com volen ser tractades.
",accepted,SBD-PROP-2018-12-78,580,0,0,0,11,2018-12-20 13:33:43 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/78,,
55,,,,17,"Ciutat, projecte social","Ciudad, proyecto social",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,SC1 – #sbdcoeduca,"Proposta presentada per Associació Actuavallès
Pressupost:  35.000€

Posada en marxa d’un projecte amb quatre centres educatius de Sabadell per a treballar conjuntament la coeducació a través de la formació i l’acompanyament en la introducció de la perspectiva de gènere, la gestió de la diversitat i la no discriminació per raó d’orientació sexual, identitat o expressió de gènere, atenent sempre a una perspectiva interseccional que permeti abordar altres formes de discriminació com són  aquelles de raó de procedència, ètnia, diversitat funcional etc.
Les escoles amb les que treballarem són La Trama i l’Enric Casassas i els instituts seran el Ribot i Serra i el Ca n’Oriac.
",accepted,SBD-PROP-2018-12-55,546,0,0,0,18,2018-12-20 12:37:02 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/55,,
41,,,,19,"Ciutat, projecte d'obres","Ciudad, proyecto de obras",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,EP1 - Recuperació dels jardins romàntics del Castell de Can Feu,"Proposta presentada per l’Associació Cultural Can Feu
Pressupost: 100.000 €

El projecte té com objectiu principal la recuperació del patrimoni arquitectònic de Sabadell. Els treballs de recuperació es concretaran en els següents aspectes:

1-	Recuperació del jardí neoromàntic i horta
2-	Restauració de part de la muralla del castell
3-	Rehabilitació de la Capella 
4-	Prospecció arqueològica

",accepted,SBD-PROP-2018-12-41,1257,0,0,0,37,2018-12-20 11:44:52 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/41,,
65,,,,17,"Ciutat, projecte social","Ciudad, proyecto social",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,SC14 – Tallers de prevenció de conductes addictives a joves de Sabadell,"Proposta presentada per Ethos – Associació per a la prevenció i rehabilitació integral de les dependències
Pressupost:  4.000€

Tallers de prevenció que tenen com a objectiu informar i conscienciar als/les adolescents de les conseqüències del consum de drogues i d’altres conductes addictives, dotant-los d’eines per afavorir el seu empoderament i la maduració personal. Aquest es durà a terme mitjançant diverses dinàmiques que potencien la seva autoestima i l’entrenament en habilitats socials. Aquests tallers tenen una durada de dues hores.
",accepted,SBD-PROP-2018-12-65,584,0,0,0,14,2018-12-20 13:07:18 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/65,,
74,,,,17,"Ciutat, projecte social","Ciudad, proyecto social",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,SC29 – Projecte Gen-era!,"Proposta presentada per l’Associació Juvenil Esquitx
Pressupost:  49.500€

Planteja la millora de les competències bàsiques, tècniques vivencials, de participació i tranversals dels i les joves fomentant les seves capacitats i habilitats mitjançant l’orientació, formació i experiència laboral. El col·lectiu al qual s’adreça no està en disposició d’accedir als recursos ordinaris i d’ocupabilitat pel que és imprescindible aquest treball previ.
El projecte té alhora un fort component social i comunitari que genera xarxa intergeneracional al territori proper, fet que pot incidir de manera positiva a la comunitat en general, enfortint el teixit associatiu amb activitats comunitàries en un marc de convivència i cohesió social.
",,SBD-PROP-2018-12-74,322,0,0,0,12,2018-12-20 13:24:22 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/74,,
49,,,,19,"Ciutat, projecte d'obres","Ciudad, proyecto de obras",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,EP20 - Camí de Nostra Llar de Sant Oleguer: porta de Sabadell al riu Ripoll,"Proposta presentada per l’AV Nostra Llar de Sant Oleguer
Pressupost: 100.000 €

Aquesta proposta pretén comunicar la ciutat amb el riu Ripoll i els equipaments situats a la seva vora:  parc recreatiu de la Bassa de Sant Oleguer, Complex Esportiu municipal i Pista Coberta d'Atletisme de Catalunya ja que estan a un nivell inferior de la ciutat. Intervenció per adequar i millorar l'accessibilitat, acompanyada d’enllumenat públic /detector de presència i mobiliari urbà.
",accepted,SBD-PROP-2018-12-49,1075,0,0,0,28,2018-12-20 12:08:53 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/49,,
76,,,,17,"Ciutat, projecte social","Ciudad, proyecto social",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,SC31 – Sabadell conviu: TRANSformació,"Proposta presentada per Associació Animalista Libera
Pressupost: 98.935€

El projecte TRANSformació pretén dotar a la ciutadania adolescent d’un ventall d’ofertes de formació en eines artístiques, culturals i comunicatives per a la transformació social i política, tenint en compte la protecció dels animals com a missatge principal. L’objectiu és que després de la formació, elles i ells mateixos generin productes culturals, artístics i comunicatius basats en la protecció i la cura dels animals per a transformar la ciutat de Sabadell, sota els principis de justícia, equitat i cultura de Pau.
",,SBD-PROP-2018-12-76,311,0,0,0,13,2018-12-20 13:30:06 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/76,,
67,,,,17,"Ciutat, projecte social","Ciudad, proyecto social",18,https://decidim.sabadell.cat/processes/pressupostsbd?participatory_process_slug=pressupostsbd,68,SC16 – Fem K.O. als prejudicis. Arts marcials a les places dels baris del Sud,"Proposta presentada per la Plataforma de Joves del Sector Sud
Pressupost: 10.648€

Dur a terme tallers d’arts marcials a les places d’alguns dels barris del sud, entre els mesos de març i octubre. Es tracta d’una sessió mensual, variant el lloc i el tipus de taller. Les sessions seran obertes als majors de 12 anys. En acabar la sessió es farà una diagnosi compartida amb els participants, debat d’anàlisi i proposta sobre els equipaments socioesportius del barri on es realitza l’activitat.
",,SBD-PROP-2018-12-67,420,0,0,0,11,2018-12-20 13:10:49 UTC,https://decidim.sabadell.cat/processes/pressupostsbd/f/68/proposals/67,,
